ensembl_id	hgnc_symbol	tissue	value
ENSG00000000003	TSPAN6	Testis	discordance_rna_high
ENSG00000000419	DPM1	Pancreas	discordance_prt_high
ENSG00000000938	FGR	Lung	discordance_rna_high
ENSG00000000938	FGR	Lung	discordance_rna_high
ENSG00000000938	FGR	Lung	discordance_rna_high
ENSG00000000938	FGR	Spleen	concordance
ENSG00000000938	FGR	Spleen	concordance
ENSG00000000938	FGR	Spleen	concordance
ENSG00000000971	CFH	Artery_Aorta	discordance_prt_high
ENSG00000000971	CFH	Liver	discordance_rna_high
ENSG00000001036	FUCA2	Thyroid	discordance_prt_high
ENSG00000001084	GCLC	Esophagus_Mucosa	discordance_rna_high
ENSG00000001084	GCLC	Liver	concordance
ENSG00000001167	NFYA	Testis	discordance_rna_high
ENSG00000001167	NFYA	Testis	discordance_rna_high
ENSG00000001461	NIPAL3	Brain_Cerebellum	discordance_rna_high
ENSG00000001461	NIPAL3	Brain_Cerebellum	discordance_rna_high
ENSG00000001461	NIPAL3	Brain_Cortex	concordance
ENSG00000001461	NIPAL3	Brain_Cortex	concordance
ENSG00000001497	LAS1L	Brain_Cerebellum	discordance_rna_high
ENSG00000001497	LAS1L	Brain_Cortex	discordance_rna_high
ENSG00000001626	CFTR	Colon_Transverse	discordance_rna_high
ENSG00000001626	CFTR	Lung	discordance_rna_high
ENSG00000001626	CFTR	Minor_Salivary	discordance_rna_high
ENSG00000001626	CFTR	Pancreas	concordance
ENSG00000001626	CFTR	Skin_SunExpo	discordance_rna_high
ENSG00000001626	CFTR	Testis	discordance_rna_high
ENSG00000001629	ANKIB1	Brain_Cortex	concordance
ENSG00000001629	ANKIB1	Brain_Cortex	concordance
ENSG00000001630	CYP51A1	Minor_Salivary	discordance_rna_high
ENSG00000002549	LAP3	Liver	discordance_prt_high
ENSG00000002726	AOC1	Colon_Sigmoid	discordance_prt_high
ENSG00000002726	AOC1	Colon_Sigmoid	discordance_prt_high
ENSG00000002726	AOC1	Colon_Transverse	discordance_prt_high
ENSG00000002726	AOC1	Colon_Transverse	discordance_prt_high
ENSG00000002726	AOC1	Prostate	discordance_prt_high
ENSG00000002726	AOC1	Prostate	discordance_prt_high
ENSG00000002726	AOC1	Small_Intestine	discordance_prt_high
ENSG00000002726	AOC1	Small_Intestine	discordance_prt_high
ENSG00000002746	HECW1	Artery_Coronary	discordance_prt_high
ENSG00000002746	HECW1	Artery_Coronary	discordance_prt_high
ENSG00000002746	HECW1	Artery_Coronary	discordance_prt_high
ENSG00000002746	HECW1	Brain_Cerebellum	discordance_rna_high
ENSG00000002746	HECW1	Brain_Cerebellum	discordance_rna_high
ENSG00000002746	HECW1	Brain_Cerebellum	discordance_rna_high
ENSG00000002822	MAD1L1	Testis	discordance_rna_high
ENSG00000002822	MAD1L1	Testis	discordance_rna_high
ENSG00000002822	MAD1L1	Testis	discordance_rna_high
ENSG00000002834	LASP1	Artery_Coronary	discordance_prt_high
ENSG00000002834	LASP1	Artery_Tibial	discordance_prt_high
ENSG00000002933	TMEM176A	Nerve_Tibial	discordance_prt_high
ENSG00000002933	TMEM176A	Nerve_Tibial	discordance_prt_high
ENSG00000003147	ICA1	Brain_Cerebellum	discordance_prt_high
ENSG00000003147	ICA1	Brain_Cerebellum	discordance_prt_high
ENSG00000003147	ICA1	Brain_Cortex	discordance_prt_high
ENSG00000003147	ICA1	Brain_Cortex	discordance_prt_high
ENSG00000003147	ICA1	Heart_Atrial	discordance_prt_high
ENSG00000003147	ICA1	Heart_Atrial	discordance_prt_high
ENSG00000003147	ICA1	Heart_Ventricle	discordance_prt_high
ENSG00000003147	ICA1	Heart_Ventricle	discordance_prt_high
ENSG00000003147	ICA1	Pancreas	discordance_prt_high
ENSG00000003147	ICA1	Pancreas	discordance_prt_high
ENSG00000003147	ICA1	Pituitary	discordance_prt_high
ENSG00000003147	ICA1	Pituitary	discordance_prt_high
ENSG00000003147	ICA1	Prostate	discordance_prt_high
ENSG00000003147	ICA1	Prostate	discordance_prt_high
ENSG00000003147	ICA1	Stomach	discordance_prt_high
ENSG00000003147	ICA1	Stomach	discordance_prt_high
ENSG00000003393	ALS2	Brain_Cerebellum	concordance
ENSG00000003393	ALS2	Brain_Cerebellum	concordance
ENSG00000003393	ALS2	Brain_Cortex	discordance_prt_high
ENSG00000003393	ALS2	Brain_Cortex	discordance_prt_high
ENSG00000003393	ALS2	Heart_Atrial	discordance_rna_high
ENSG00000003393	ALS2	Heart_Atrial	discordance_rna_high
ENSG00000003393	ALS2	Heart_Ventricle	discordance_rna_high
ENSG00000003393	ALS2	Heart_Ventricle	discordance_rna_high
ENSG00000003393	ALS2	Liver	discordance_rna_high
ENSG00000003393	ALS2	Liver	discordance_rna_high
ENSG00000003393	ALS2	Muscle_Skeletal	discordance_rna_high
ENSG00000003393	ALS2	Muscle_Skeletal	discordance_rna_high
ENSG00000003402	CFLAR	Heart_Atrial	discordance_rna_high
ENSG00000003402	CFLAR	Heart_Atrial	discordance_rna_high
ENSG00000003436	TFPI	Liver	discordance_rna_high
ENSG00000003436	TFPI	Liver	discordance_rna_high
ENSG00000003509	NDUFAF7	Heart_Atrial	discordance_prt_high
ENSG00000003509	NDUFAF7	Heart_Ventricle	concordance
ENSG00000003509	NDUFAF7	Liver	discordance_prt_high
ENSG00000003509	NDUFAF7	Muscle_Skeletal	discordance_prt_high
ENSG00000003509	NDUFAF7	Testis	discordance_rna_high
ENSG00000004059	ARF5	Skin_Unexpo	discordance_rna_high
ENSG00000004059	ARF5	Skin_SunExpo	discordance_rna_high
ENSG00000004142	POLDIP2	Adrenal_Gland	concordance
ENSG00000004142	POLDIP2	Heart_Ventricle	concordance
ENSG00000004142	POLDIP2	Liver	concordance
ENSG00000004142	POLDIP2	Muscle_Skeletal	discordance_rna_high
ENSG00000004455	AK2	Heart_Ventricle	discordance_prt_high
ENSG00000004455	AK2	Liver	concordance
ENSG00000004478	FKBP4	Brain_Cerebellum	discordance_prt_high
ENSG00000004478	FKBP4	Brain_Cortex	discordance_prt_high
ENSG00000004487	KDM1A	Minor_Salivary	discordance_rna_high
ENSG00000004487	KDM1A	Pituitary	discordance_rna_high
ENSG00000004487	KDM1A	Testis	discordance_rna_high
ENSG00000004660	CAMKK1	Brain_Cortex	discordance_prt_high
ENSG00000004660	CAMKK1	Brain_Cortex	discordance_prt_high
ENSG00000004766	CCDC132	Brain_Cerebellum	concordance
ENSG00000004766	CCDC132	Brain_Cortex	discordance_prt_high
ENSG00000004779	NDUFAB1	Heart_Atrial	concordance
ENSG00000004779	NDUFAB1	Heart_Ventricle	concordance
ENSG00000004799	PDK4	Heart_Ventricle	discordance_prt_high
ENSG00000004838	ZMYND10	Testis	discordance_rna_high
ENSG00000004848	ARX	Ovary	concordance
ENSG00000004864	SLC25A13	Liver	concordance
ENSG00000004864	SLC25A13	Skin_Unexpo	discordance_rna_high
ENSG00000004866	ST7	Skin_Unexpo	discordance_prt_high
ENSG00000004961	HCCS	Heart_Atrial	concordance
ENSG00000004961	HCCS	Heart_Atrial	concordance
ENSG00000004961	HCCS	Heart_Ventricle	concordance
ENSG00000004961	HCCS	Heart_Ventricle	concordance
ENSG00000005020	SKAP2	Spleen	discordance_prt_high
ENSG00000005108	THSD7A	Nerve_Tibial	discordance_rna_high
ENSG00000005156	LIG3	Testis	discordance_rna_high
ENSG00000005156	LIG3	Testis	discordance_rna_high
ENSG00000005187	ACSM3	Colon_Transverse	discordance_prt_high
ENSG00000005187	ACSM3	Colon_Transverse	discordance_prt_high
ENSG00000005187	ACSM3	Liver	discordance_prt_high
ENSG00000005187	ACSM3	Liver	discordance_prt_high
ENSG00000005187	ACSM3	Pancreas	discordance_prt_high
ENSG00000005187	ACSM3	Pancreas	discordance_prt_high
ENSG00000005187	ACSM3	Stomach	discordance_prt_high
ENSG00000005187	ACSM3	Stomach	discordance_prt_high
ENSG00000005194	CIAPIN1	Brain_Cortex	discordance_prt_high
ENSG00000005194	CIAPIN1	Brain_Cortex	discordance_prt_high
ENSG00000005194	CIAPIN1	Heart_Ventricle	concordance
ENSG00000005194	CIAPIN1	Heart_Ventricle	concordance
ENSG00000005194	CIAPIN1	Testis	discordance_rna_high
ENSG00000005194	CIAPIN1	Testis	discordance_rna_high
ENSG00000005381	MPO	Lung	concordance
ENSG00000005381	MPO	Pituitary	discordance_rna_high
ENSG00000005381	MPO	Spleen	concordance
ENSG00000005421	PON1	Adrenal_Gland	discordance_rna_high
ENSG00000005421	PON1	Liver	discordance_rna_high
ENSG00000005421	PON1	Pituitary	discordance_rna_high
ENSG00000005436	GCFC2	Muscle_Skeletal	discordance_rna_high
ENSG00000005448	WDR54	Pituitary	concordance
ENSG00000005448	WDR54	Pituitary	concordance
ENSG00000005448	WDR54	Testis	discordance_rna_high
ENSG00000005448	WDR54	Testis	discordance_rna_high
ENSG00000005469	CROT	Prostate	discordance_rna_high
ENSG00000005469	CROT	Prostate	discordance_rna_high
ENSG00000005469	CROT	Prostate	discordance_rna_high
ENSG00000005483	KMT2E	Colon_Sigmoid	discordance_prt_high
ENSG00000005483	KMT2E	Colon_Sigmoid	discordance_prt_high
ENSG00000005483	KMT2E	Colon_Sigmoid	discordance_prt_high
ENSG00000005486	RHBDD2	Adrenal_Gland	discordance_rna_high
ENSG00000005486	RHBDD2	Brain_Cortex	concordance
ENSG00000005486	RHBDD2	Pituitary	concordance
ENSG00000005700	IBTK	Colon_Transverse	discordance_prt_high
ENSG00000005700	IBTK	Colon_Transverse	discordance_prt_high
ENSG00000005810	MYCBP2	Artery_Coronary	discordance_rna_high
ENSG00000005810	MYCBP2	Brain_Cerebellum	discordance_rna_high
ENSG00000005810	MYCBP2	Ovary	discordance_rna_high
ENSG00000005810	MYCBP2	Skin_Unexpo	discordance_rna_high
ENSG00000005810	MYCBP2	Skin_SunExpo	discordance_rna_high
ENSG00000005844	ITGAL	Spleen	concordance
ENSG00000005882	PDK2	Heart_Atrial	concordance
ENSG00000005882	PDK2	Heart_Ventricle	concordance
ENSG00000005889	ZFX	Prostate	discordance_rna_high
ENSG00000005889	ZFX	Prostate	discordance_rna_high
ENSG00000005889	ZFX	Prostate	discordance_rna_high
ENSG00000005889	ZFX	Prostate	discordance_rna_high
ENSG00000005961	ITGA2B	Spleen	discordance_prt_high
ENSG00000006016	CRLF1	Artery_Coronary	discordance_prt_high
ENSG00000006016	CRLF1	Artery_Tibial	discordance_prt_high
ENSG00000006047	YBX2	Testis	concordance
ENSG00000006116	CACNG3	Brain_Cerebellum	discordance_rna_high
ENSG00000006116	CACNG3	Brain_Cortex	concordance
ENSG00000006118	TMEM132A	Brain_Cerebellum	discordance_rna_high
ENSG00000006118	TMEM132A	Brain_Cortex	discordance_rna_high
ENSG00000006118	TMEM132A	Stomach	discordance_rna_high
ENSG00000006125	AP2B1	Brain_Cerebellum	discordance_prt_high
ENSG00000006125	AP2B1	Brain_Cerebellum	discordance_prt_high
ENSG00000006125	AP2B1	Brain_Cortex	concordance
ENSG00000006125	AP2B1	Brain_Cortex	concordance
ENSG00000006282	SPATA20	Testis	discordance_rna_high
ENSG00000006451	RALA	Brain_Cerebellum	discordance_prt_high
ENSG00000006451	RALA	Brain_Cerebellum	discordance_prt_high
ENSG00000006451	RALA	Brain_Cortex	discordance_prt_high
ENSG00000006451	RALA	Brain_Cortex	discordance_prt_high
ENSG00000006451	RALA	Nerve_Tibial	discordance_prt_high
ENSG00000006451	RALA	Nerve_Tibial	discordance_prt_high
ENSG00000006459	JHDM1D	Skin_Unexpo	discordance_rna_high
ENSG00000006459	JHDM1D	Stomach	discordance_prt_high
ENSG00000006530	AGK	Adrenal_Gland	discordance_prt_high
ENSG00000006530	AGK	Adrenal_Gland	discordance_prt_high
ENSG00000006530	AGK	Brain_Cerebellum	discordance_prt_high
ENSG00000006530	AGK	Brain_Cerebellum	discordance_prt_high
ENSG00000006530	AGK	Brain_Cortex	discordance_prt_high
ENSG00000006530	AGK	Brain_Cortex	discordance_prt_high
ENSG00000006530	AGK	Heart_Atrial	discordance_prt_high
ENSG00000006530	AGK	Heart_Atrial	discordance_prt_high
ENSG00000006530	AGK	Heart_Ventricle	concordance
ENSG00000006530	AGK	Heart_Ventricle	concordance
ENSG00000006534	ALDH3B1	Nerve_Tibial	discordance_prt_high
ENSG00000006534	ALDH3B1	Nerve_Tibial	discordance_prt_high
ENSG00000006607	FARP2	Skin_Unexpo	discordance_rna_high
ENSG00000006607	FARP2	Skin_Unexpo	discordance_rna_high
ENSG00000006607	FARP2	Testis	discordance_rna_high
ENSG00000006607	FARP2	Testis	discordance_rna_high
ENSG00000006625	GGCT	Brain_Cortex	discordance_prt_high
ENSG00000006625	GGCT	Breast	discordance_prt_high
ENSG00000006625	GGCT	Esophagus_Mucosa	discordance_rna_high
ENSG00000006625	GGCT	Esophagus_Muscle	discordance_rna_high
ENSG00000006625	GGCT	Muscle_Skeletal	discordance_prt_high
ENSG00000006625	GGCT	Skin_Unexpo	concordance
ENSG00000006625	GGCT	Skin_SunExpo	discordance_prt_high
ENSG00000006652	IFRD1	Muscle_Skeletal	discordance_prt_high
ENSG00000006652	IFRD1	Pancreas	concordance
ENSG00000006712	PAF1	Testis	discordance_rna_high
ENSG00000006715	VPS41	Brain_Cortex	concordance
ENSG00000006740	ARHGAP44	Brain_Cerebellum	concordance
ENSG00000006740	ARHGAP44	Brain_Cortex	concordance
ENSG00000006747	SCIN	Small_Intestine	discordance_prt_high
ENSG00000006788	MYH13	Heart_Ventricle	discordance_prt_high
ENSG00000006788	MYH13	Heart_Ventricle	discordance_prt_high
ENSG00000006788	MYH13	Heart_Ventricle	discordance_prt_high
ENSG00000006788	MYH13	Stomach	discordance_rna_high
ENSG00000006788	MYH13	Stomach	discordance_rna_high
ENSG00000006788	MYH13	Stomach	discordance_rna_high
ENSG00000007038	PRSS21	Testis	concordance
ENSG00000007047	MARK4	Brain_Cortex	concordance
ENSG00000007168	PAFAH1B1	Brain_Cortex	discordance_prt_high
ENSG00000007168	PAFAH1B1	Brain_Cortex	discordance_prt_high
ENSG00000007171	NOS2	Small_Intestine	discordance_prt_high
ENSG00000007171	NOS2	Small_Intestine	discordance_prt_high
ENSG00000007237	GAS7	Brain_Cortex	discordance_prt_high
ENSG00000007306	CEACAM7	Colon_Sigmoid	discordance_prt_high
ENSG00000007306	CEACAM7	Colon_Transverse	concordance
ENSG00000007306	CEACAM7	Vagina	concordance
ENSG00000007350	TKTL1	Heart_Atrial	discordance_rna_high
ENSG00000007350	TKTL1	Heart_Ventricle	discordance_rna_high
ENSG00000007350	TKTL1	Testis	concordance
ENSG00000007392	LUC7L	Brain_Cerebellum	discordance_prt_high
ENSG00000007402	CACNA2D2	Brain_Cerebellum	concordance
ENSG00000007402	CACNA2D2	Heart_Atrial	concordance
ENSG00000007402	CACNA2D2	Lung	discordance_rna_high
ENSG00000007402	CACNA2D2	Pituitary	discordance_rna_high
ENSG00000007923	DNAJC11	Heart_Ventricle	concordance
ENSG00000007933	FMO3	Liver	concordance
ENSG00000007933	FMO3	Liver	concordance
ENSG00000008056	SYN1	Brain_Cerebellum	concordance
ENSG00000008056	SYN1	Brain_Cortex	concordance
ENSG00000008056	SYN1	Pituitary	discordance_rna_high
ENSG00000008083	JARID2	Muscle_Skeletal	discordance_rna_high
ENSG00000008083	JARID2	Skin_Unexpo	discordance_rna_high
ENSG00000008086	CDKL5	Artery_Aorta	discordance_rna_high
ENSG00000008086	CDKL5	Artery_Aorta	discordance_rna_high
ENSG00000008086	CDKL5	Brain_Cortex	concordance
ENSG00000008086	CDKL5	Brain_Cortex	concordance
ENSG00000008086	CDKL5	Heart_Atrial	discordance_rna_high
ENSG00000008086	CDKL5	Heart_Atrial	discordance_rna_high
ENSG00000008128	CDK11A	Skin_Unexpo	discordance_rna_high
ENSG00000008128	CDK11A	Skin_Unexpo	discordance_rna_high
ENSG00000008128	CDK11A	Spleen	discordance_rna_high
ENSG00000008128	CDK11A	Spleen	discordance_rna_high
ENSG00000008130	NADK	Spleen	concordance
ENSG00000008130	NADK	Spleen	concordance
ENSG00000008256	CYTH3	Brain_Cortex	discordance_prt_high
ENSG00000008277	ADAM22	Brain_Cerebellum	concordance
ENSG00000008277	ADAM22	Brain_Cortex	concordance
ENSG00000008294	SPAG9	Muscle_Skeletal	discordance_rna_high
ENSG00000008311	AASS	Heart_Ventricle	discordance_prt_high
ENSG00000008311	AASS	Heart_Ventricle	discordance_prt_high
ENSG00000008311	AASS	Liver	discordance_prt_high
ENSG00000008311	AASS	Liver	discordance_prt_high
ENSG00000008311	AASS	Ovary	discordance_prt_high
ENSG00000008311	AASS	Ovary	discordance_prt_high
ENSG00000008441	NFIX	Muscle_Skeletal	discordance_rna_high
ENSG00000008516	MMP25	Spleen	concordance
ENSG00000008710	PKD1	Artery_Aorta	discordance_prt_high
ENSG00000008952	SEC62	Pancreas	discordance_prt_high
ENSG00000008988	RPS20	Liver	discordance_prt_high
ENSG00000008988	RPS20	Ovary	discordance_rna_high
ENSG00000008988	RPS20	Pancreas	discordance_prt_high
ENSG00000008988	RPS20	Skin_Unexpo	discordance_rna_high
ENSG00000008988	RPS20	Skin_SunExpo	discordance_rna_high
ENSG00000008988	RPS20	Stomach	discordance_prt_high
ENSG00000009307	CSDE1	Muscle_Skeletal	discordance_rna_high
ENSG00000009307	CSDE1	Muscle_Skeletal	discordance_rna_high
ENSG00000009335	UBE3C	Muscle_Skeletal	discordance_rna_high
ENSG00000009413	REV3L	Brain_Cerebellum	discordance_rna_high
ENSG00000009413	REV3L	Uterus	discordance_rna_high
ENSG00000009724	MASP2	Artery_Aorta	discordance_prt_high
ENSG00000009724	MASP2	Artery_Coronary	discordance_prt_high
ENSG00000009724	MASP2	Artery_Tibial	discordance_prt_high
ENSG00000009724	MASP2	Liver	discordance_rna_high
ENSG00000009765	IYD	Liver	discordance_rna_high
ENSG00000009765	IYD	Thyroid	concordance
ENSG00000009790	TRAF3IP3	Lung	discordance_rna_high
ENSG00000009790	TRAF3IP3	Lung	discordance_rna_high
ENSG00000009790	TRAF3IP3	Lung	discordance_rna_high
ENSG00000009790	TRAF3IP3	Nerve_Tibial	discordance_rna_high
ENSG00000009790	TRAF3IP3	Nerve_Tibial	discordance_rna_high
ENSG00000009790	TRAF3IP3	Nerve_Tibial	discordance_rna_high
ENSG00000009790	TRAF3IP3	Spleen	concordance
ENSG00000009790	TRAF3IP3	Spleen	concordance
ENSG00000009790	TRAF3IP3	Spleen	concordance
ENSG00000009830	POMT2	Liver	discordance_prt_high
ENSG00000009844	VTA1	Brain_Cortex	discordance_prt_high
ENSG00000009954	BAZ1B	Esophagus_Muscle	discordance_rna_high
ENSG00000009954	BAZ1B	Ovary	discordance_prt_high
ENSG00000009954	BAZ1B	Pituitary	discordance_rna_high
ENSG00000009954	BAZ1B	Uterus	discordance_prt_high
ENSG00000010017	RANBP9	Artery_Aorta	discordance_rna_high
ENSG00000010017	RANBP9	Artery_Coronary	discordance_prt_high
ENSG00000010017	RANBP9	Artery_Tibial	discordance_prt_high
ENSG00000010017	RANBP9	Esophagus_Mucosa	discordance_rna_high
ENSG00000010017	RANBP9	Testis	discordance_rna_high
ENSG00000010165	METTL13	Testis	discordance_rna_high
ENSG00000010256	UQCRC1	Brain_Cerebellum	discordance_prt_high
ENSG00000010256	UQCRC1	Brain_Cortex	discordance_prt_high
ENSG00000010256	UQCRC1	Heart_Atrial	concordance
ENSG00000010256	UQCRC1	Heart_Ventricle	concordance
ENSG00000010256	UQCRC1	Muscle_Skeletal	discordance_prt_high
ENSG00000010278	CD9	Nerve_Tibial	discordance_prt_high
ENSG00000010282	HHATL	Brain_Cerebellum	discordance_rna_high
ENSG00000010282	HHATL	Brain_Cerebellum	discordance_rna_high
ENSG00000010282	HHATL	Brain_Cortex	discordance_rna_high
ENSG00000010282	HHATL	Brain_Cortex	discordance_rna_high
ENSG00000010282	HHATL	Heart_Atrial	concordance
ENSG00000010282	HHATL	Heart_Atrial	concordance
ENSG00000010282	HHATL	Heart_Ventricle	concordance
ENSG00000010282	HHATL	Heart_Ventricle	concordance
ENSG00000010282	HHATL	Muscle_Skeletal	concordance
ENSG00000010282	HHATL	Muscle_Skeletal	concordance
ENSG00000010282	HHATL	Thyroid	discordance_rna_high
ENSG00000010282	HHATL	Thyroid	discordance_rna_high
ENSG00000010322	NISCH	Brain_Cerebellum	discordance_rna_high
ENSG00000010322	NISCH	Brain_Cortex	discordance_prt_high
ENSG00000010404	IDS	Artery_Aorta	discordance_rna_high
ENSG00000010404	IDS	Pituitary	discordance_prt_high
ENSG00000010404	IDS	Skin_Unexpo	discordance_prt_high
ENSG00000010438	PRSS3	Pancreas	concordance
ENSG00000010610	CD4	Lung	discordance_rna_high
ENSG00000010610	CD4	Lung	discordance_rna_high
ENSG00000010610	CD4	Spleen	discordance_rna_high
ENSG00000010610	CD4	Spleen	discordance_rna_high
ENSG00000010671	BTK	Spleen	concordance
ENSG00000010671	BTK	Spleen	concordance
ENSG00000010810	FYN	Brain_Cerebellum	discordance_prt_high
ENSG00000010810	FYN	Brain_Cerebellum	discordance_prt_high
ENSG00000010810	FYN	Brain_Cerebellum	discordance_prt_high
ENSG00000010810	FYN	Brain_Cerebellum	discordance_prt_high
ENSG00000010810	FYN	Brain_Cortex	discordance_prt_high
ENSG00000010810	FYN	Brain_Cortex	discordance_prt_high
ENSG00000010810	FYN	Brain_Cortex	discordance_prt_high
ENSG00000010810	FYN	Brain_Cortex	discordance_prt_high
ENSG00000010932	FMO1	Heart_Ventricle	discordance_prt_high
ENSG00000010932	FMO1	Heart_Ventricle	discordance_prt_high
ENSG00000011007	TCEB3	Esophagus_Mucosa	discordance_rna_high
ENSG00000011007	TCEB3	Minor_Salivary	discordance_rna_high
ENSG00000011105	TSPAN9	Brain_Cerebellum	discordance_rna_high
ENSG00000011105	TSPAN9	Brain_Cerebellum	discordance_rna_high
ENSG00000011105	TSPAN9	Brain_Cerebellum	discordance_rna_high
ENSG00000011105	TSPAN9	Heart_Atrial	discordance_rna_high
ENSG00000011105	TSPAN9	Heart_Atrial	discordance_rna_high
ENSG00000011105	TSPAN9	Heart_Atrial	discordance_rna_high
ENSG00000011105	TSPAN9	Heart_Ventricle	discordance_rna_high
ENSG00000011105	TSPAN9	Heart_Ventricle	discordance_rna_high
ENSG00000011105	TSPAN9	Heart_Ventricle	discordance_rna_high
ENSG00000011201	KAL1	Artery_Aorta	discordance_prt_high
ENSG00000011201	KAL1	Artery_Coronary	discordance_prt_high
ENSG00000011243	AKAP8L	Testis	discordance_prt_high
ENSG00000011260	UTP18	Testis	discordance_rna_high
ENSG00000011347	SYT7	Brain_Cerebellum	concordance
ENSG00000011347	SYT7	Brain_Cortex	concordance
ENSG00000011376	LARS2	Brain_Cerebellum	discordance_prt_high
ENSG00000011376	LARS2	Brain_Cerebellum	discordance_prt_high
ENSG00000011376	LARS2	Brain_Cerebellum	discordance_prt_high
ENSG00000011376	LARS2	Brain_Cortex	concordance
ENSG00000011376	LARS2	Brain_Cortex	concordance
ENSG00000011376	LARS2	Brain_Cortex	concordance
ENSG00000011376	LARS2	Colon_Transverse	discordance_prt_high
ENSG00000011376	LARS2	Colon_Transverse	discordance_prt_high
ENSG00000011376	LARS2	Colon_Transverse	discordance_prt_high
ENSG00000011376	LARS2	Heart_Atrial	discordance_prt_high
ENSG00000011376	LARS2	Heart_Atrial	discordance_prt_high
ENSG00000011376	LARS2	Heart_Atrial	discordance_prt_high
ENSG00000011376	LARS2	Heart_Ventricle	discordance_prt_high
ENSG00000011376	LARS2	Heart_Ventricle	discordance_prt_high
ENSG00000011376	LARS2	Heart_Ventricle	discordance_prt_high
ENSG00000011376	LARS2	Pituitary	discordance_prt_high
ENSG00000011376	LARS2	Pituitary	discordance_prt_high
ENSG00000011376	LARS2	Pituitary	discordance_prt_high
ENSG00000011376	LARS2	Stomach	discordance_prt_high
ENSG00000011376	LARS2	Stomach	discordance_prt_high
ENSG00000011376	LARS2	Stomach	discordance_prt_high
ENSG00000011426	ANLN	Artery_Coronary	discordance_prt_high
ENSG00000011426	ANLN	Brain_Cerebellum	discordance_prt_high
ENSG00000011426	ANLN	Brain_Cortex	concordance
ENSG00000011426	ANLN	Esophagus_Mucosa	discordance_rna_high
ENSG00000011426	ANLN	Testis	discordance_rna_high
ENSG00000011485	PPP5C	Brain_Cortex	discordance_prt_high
ENSG00000011485	PPP5C	Heart_Atrial	discordance_rna_high
ENSG00000011485	PPP5C	Heart_Ventricle	discordance_rna_high
ENSG00000011523	CEP68	Muscle_Skeletal	discordance_rna_high
ENSG00000011523	CEP68	Muscle_Skeletal	discordance_rna_high
ENSG00000011523	CEP68	Vagina	discordance_prt_high
ENSG00000011523	CEP68	Vagina	discordance_prt_high
ENSG00000011566	MAP4K3	Brain_Cortex	discordance_prt_high
ENSG00000011566	MAP4K3	Muscle_Skeletal	discordance_rna_high
ENSG00000011600	TYROBP	Spleen	discordance_rna_high
ENSG00000012061	ERCC1	Artery_Aorta	discordance_rna_high
ENSG00000012061	ERCC1	Artery_Aorta	discordance_rna_high
ENSG00000012061	ERCC1	Heart_Atrial	discordance_rna_high
ENSG00000012061	ERCC1	Heart_Atrial	discordance_rna_high
ENSG00000012061	ERCC1	Heart_Ventricle	discordance_rna_high
ENSG00000012061	ERCC1	Heart_Ventricle	discordance_rna_high
ENSG00000012061	ERCC1	Skin_Unexpo	discordance_rna_high
ENSG00000012061	ERCC1	Skin_Unexpo	discordance_rna_high
ENSG00000012124	CD22	Spleen	concordance
ENSG00000012124	CD22	Spleen	concordance
ENSG00000012223	LTF	Breast	concordance
ENSG00000012223	LTF	Lung	concordance
ENSG00000012223	LTF	Minor_Salivary	discordance_rna_high
ENSG00000012223	LTF	Pancreas	discordance_rna_high
ENSG00000012223	LTF	Prostate	concordance
ENSG00000012223	LTF	Spleen	concordance
ENSG00000012223	LTF	Stomach	discordance_rna_high
ENSG00000012660	ELOVL5	Adrenal_Gland	discordance_rna_high
ENSG00000012660	ELOVL5	Adrenal_Gland	discordance_rna_high
ENSG00000012779	ALOX5	Lung	concordance
ENSG00000012779	ALOX5	Spleen	concordance
ENSG00000012817	KDM5D	Liver	discordance_rna_high
ENSG00000012817	KDM5D	Liver	discordance_rna_high
ENSG00000012817	KDM5D	Lung	discordance_prt_high
ENSG00000012817	KDM5D	Lung	discordance_prt_high
ENSG00000012817	KDM5D	Pancreas	discordance_rna_high
ENSG00000012817	KDM5D	Pancreas	discordance_rna_high
ENSG00000012817	KDM5D	Skin_Unexpo	discordance_prt_high
ENSG00000012817	KDM5D	Skin_Unexpo	discordance_prt_high
ENSG00000012817	KDM5D	Small_Intestine	discordance_rna_high
ENSG00000012817	KDM5D	Small_Intestine	discordance_rna_high
ENSG00000012817	KDM5D	Spleen	discordance_rna_high
ENSG00000012817	KDM5D	Spleen	discordance_rna_high
ENSG00000012963	UBR7	Heart_Ventricle	discordance_rna_high
ENSG00000012963	UBR7	Testis	discordance_rna_high
ENSG00000012983	MAP4K5	Skin_Unexpo	discordance_rna_high
ENSG00000012983	MAP4K5	Skin_Unexpo	discordance_rna_high
ENSG00000013016	EHD3	Brain_Cortex	concordance
ENSG00000013016	EHD3	Esophagus_Mucosa	discordance_rna_high
ENSG00000013288	MAN2B2	Artery_Aorta	discordance_rna_high
ENSG00000013288	MAN2B2	Artery_Coronary	discordance_rna_high
ENSG00000013288	MAN2B2	Brain_Cortex	discordance_prt_high
ENSG00000013288	MAN2B2	Liver	discordance_rna_high
ENSG00000013288	MAN2B2	Thyroid	discordance_prt_high
ENSG00000013293	SLC7A14	Brain_Cerebellum	concordance
ENSG00000013293	SLC7A14	Brain_Cerebellum	concordance
ENSG00000013293	SLC7A14	Brain_Cortex	concordance
